rII-5Uk9OKNTNBG_UfM2OQ,ninis-deli-chicago,Joseph N.,"Holy shit! I mean, sorry for the language but damn, this place made my year. Let me set the stage:  super snowy day (8"" and counting today) and I decided it..."
EYHyVWktgSlxeZCXD5Va5w,ninis-deli-chicago,Jasmine D.,"GO. This cute little family-owned joint is worth checking out and definitely worth supporting. Encased in pink walls and stamped with a stellar logo, it..."
v4rozsQ4e_NooH8216XBjQ,ninis-deli-chicago,K J.,"Just go. The food is awesome, a crowd favorite is the ropa vieja (put sriracha on that baby oh my god), but I love the media noche as well! The guava jelly..."
pjzsI4itbhZCJ8FlyWgyqg,two-chicago,Linda B.,"I loved it.  TWO has been on my list for several years and I used restaurant week as my opportunity to try it out.

I asked the server for a glass of pinot..."
syPDe3KqmpsUwogroahyRw,two-chicago,TD T.,"Restaurant week menus are sometimes a hit or a miss - TWO's selection was definitely a hit for us!! Service was very attentive and friendly. 

The dining..."
bNH8n4BvBQP9lm2bIx8hRg,two-chicago,Nazish C.,Pretty good food! This place is worth checking out for the duck fat potato croquettes alone. They are so delicious! My fiancé got the burger and fries. The...
HT1kUOpWR5s_HGgDYLXr_Q,pizzeria-bebu-chicago,Michael V.,Had a fantastic dinner here with a group of 12 this past Saturday. When I first called to make the reservation they were having a maintenance issue and...
F1J9U6EuZp83Yx0RujzYZg,pizzeria-bebu-chicago,Al D.,"Average to sub-par pizza. 

Crust is inedible. 

Some toppings weren't great, like the (burnt) bacon. 

Terribly salty, too. The only enjoyable pizza is the..."
5wRvpO5aRFzvyOYCCZvW_w,pizzeria-bebu-chicago,Rachel Z.,We ordered delivery from Pizzeria Bebu through Caviar. The delivery experience was quick and easy but I can tell the pizza would be much better when dining...
ksiM-uFO8hgsC72_hMBwDQ,ada-street-chicago,Dan G.,"Great food, great drinks, great atmosphere, excellent service!!!

One of my friends told me about Ada St and finally decided to give it a try yesterday! The..."
Q8C8HOZz-qtJL81JL5QS8w,ada-street-chicago,Gregory C.,LOVED!   The experience I had during restaurant week was glorious.  I would recommend this venue to anyone and everyone.   I've been several times over the...
Bo6HXP7kzX26wesPcjvXmA,ada-street-chicago,Cassandra A.,I came for restaurant week 2018 and I was SO excited for the theme. I still love the theme but thought the meal left something to be desired. I wasn't very...
-gkAlS1ExC-HUzVkbp5Bow,earls-kitchen-bar-chicago,Sejal P.,Came in on Sunday morning for brunch with 4 other girlfriends and we had amazing time.  Our bartender Chris was super friendly and made the brunch even more...
MVoWPEGHkvJycxOlaO3o2A,earls-kitchen-bar-chicago,Dema L.,My friend & I stopped for a round of drinks during our shopping day. It was slow since it was 3pm on a weekday. The drink specials were good & the service...
-zqcyea_UUDN0tiAM9ojOA,earls-kitchen-bar-chicago,Trisha A.,My family and I came back a few weeks ago for my brother's birthday. I made the reservation about a week beforehand. We were seated promptly upon arriving....
La-UvY8co_qo6V9bfh1-7w,the-matchbox-chicago,Scarlett T.,"I'm from Owensboro, Kentucky, visiting my daughter. Matchbox is rare and impressive. Fresh ingredients for cocktails. Does anyone even do that anymored!..."
x7a1Ytd4COmaUoR_Wlfq9w,the-matchbox-chicago,Stephanie L.,"What's not to love about one of the shadiest, shitty, small bars in chicago that serves up some excellent cocktails?!

Love this place.  The bartenders are..."
SoAN2coXQAhHrXVNMktzWQ,the-matchbox-chicago,Julie S.,"Contrary to popular belief, this is not the oldest or the smallest bar in Chicago. I'm sure it comes pretty close though. The place is across the street..."
MFwCmObv4qEpcXB4lfrEtw,opart-thai-house-chicago-2,Kat A.,This review is just based on carry out orders. I've eaten at the restaurant but can't really remember my experience (it was good but I don't remember the...
KUj4mIP0PCT-yh6N5rsh3Q,opart-thai-house-chicago-2,Grace K.,"Why? what happened? MY other experience with your sister restaurant was so good? Have I changed? Have you changed. Yea, it's probably you not..."
XMZ-U1uuMQp-TBGOesG4wQ,opart-thai-house-chicago-2,Tam N.,"I gotta update my review because my god, they have such a good and inexpensive duck curry. It's only $9.99 and it includes rice!!! Plenty of duck in there..."
1qQyD6LdPHzGI-epChDFSA,tempesta-market-chicago-4,Taylor C.,"Food - wow, I've eaten a lot of sandwiches but I can honestly say these were some of the best sandwiches I've ever tried. Best part is how generous they are..."
oeUtfoSBdfJgvtxODSrlFQ,tempesta-market-chicago-4,Nikhil R.,"Great service, friendly staff and really accommodating to our requests. We ordered the Dante and Qx2 salad along with the eggplant appetizer. Their menus..."
-OHwVv0EL3xa4pwjO6gdZQ,tempesta-market-chicago-4,Tanner J.,Great little deli that is new to the neighborhood. It was recommended from my barber and I'm glad I stopped in. They have 5 or 6 different sandwich options...
HA-nH6irunT6uHXm5Z6CsQ,g-and-o-chicago,AL B.,"Brunch! $5 Bloody Marys- that are good- not just a mix and some alcohol. 
Chicken and Waffles- the waffles are super light and fluffy with a touch of..."
FlGrpFc49DiGD0plBik7Pg,g-and-o-chicago,Thom S.,Hey this is a great joint to grab a drink. I have to say that the bartender was super friendly and willing to give us a taste of various drinks before...
ludRA0OKVM_-Dm8kYptToQ,g-and-o-chicago,Christopher T.,"So this place is really hit-or-miss. It's either really busy and servers overworked.. or there's like no one there and they're actually pretty quick. 

Food..."
i08-7SaYDFI9Z7w0yAWbYw,podhalanka-chicago,Andrea A.,This was one of the best experiences I've had at a restaurant in a long time. I pass this place all the time and never thought about checking it out. Only...
GfWv5XMlQpvuAZrMw0kpJw,podhalanka-chicago,Mark G.,"I'll post my gripe first, the deceptive ordering is flat out wrong and there shouldn't be several reviews sharing the same negative story. You are greeted..."
Wi3NhsE_7rtC2_IQiTCxVQ,podhalanka-chicago,Kevin B.,"When people say ""Old Chicago"" this is what they are referring to! If you are in Chicago and looking for Polish food, make sure you check this off your..."
uRPoyNfoVdcmeJEfoxI23g,cafe-central-chicago,Shay B.,It's was such an awesome mistake!! I was in the area for a meeting and decided to walk around with my sister to find a place to eat. We were on our way to...
ROLDqANWF0yRln0BHKtWLQ,cafe-central-chicago,Ashley M.,"I'm no expert on Puerto Rican food, but I can tell you that everything I had here was awesome. Boyfriend had a roast pork jibarito and I got the mixtas..."
vz_GeE6OK8GFpFzJfKkraw,cafe-central-chicago,Stephanie L.,"This has been on my list for awhile.  I love the mom & pop places with the authentic food.  And cafe central did not disappoint!

When we walked in, I..."
Koo4hOHdZMFSgB0iLI8K7g,olive-mediterranean-grill-chicago-3,Matt M.,"Its falafel meets chipotle. 

The staff is great, the service is quick, the place is clean. All of this is 5 star. 

The food is just average. They give you..."
RQkjPL54vNUHfQ6nYxT5bg,olive-mediterranean-grill-chicago-3,Leo K.,"The good news was it was edible....

I had the falafel plate with tabbouleh and hummus. It would have been okay if the place was called mediterranean food..."
qFF6VsGNDVZNY9Cgz_GL4w,olive-mediterranean-grill-chicago-3,Leah R.,I've been a huge fan ever since I found this place in a sketchy food court off Clark & Lake. The food court has since closed and I am so happy to have found...
ny7Ivm8DA5Zo5AQZfpfXIg,burger-bar-chicago-lincoln-park-chicago,Leah B.,"The burger was very good. Well cooked, and generous toppings. Plus a pretzel bun is always yum.  The sweet potato fries were amazing. Perfectly crisp on the..."
s2aLjO7NdZudFZIJCrma7A,burger-bar-chicago-lincoln-park-chicago,Brandon J.,"This place had one of the most savory burgers I have ever tasted. The service was extremely quick, and I was very satisfied with my overall experience. 

Me..."
Wr3tnj2MBVZYk63jagC2kQ,burger-bar-chicago-lincoln-park-chicago,Chris M.,"If you're a meat lover, you'll love the burgers here, which are all stacked with multiple varieties of meat. Included on the menu are bison, cow, and pig..."
i_oMfU47dsykPGz4p0DPog,flo-chicago,Ryan M.,"While visiting Chicago, my friends brought me to Flo for a delicious brunch. Immediately when I walked in, I saw the Flo sign that had the New Mexico Zia..."
usKukOL4B9ikMFSuNkz8OQ,flo-chicago,Stacey C.,"Flo is a poppin brunch spot with unique flavors and a modern, rustic atmosphere.  I stumbled across this spot when looking for bunch and after seeing some..."
gDQY32c63cbYUsbIkkuE9Q,flo-chicago,Ariel W.,"I went here on a first date this past weekend after seeing Flo on a list of best places for brunch in Chicago. As soon as we were sat, our waitress..."
nengzvOe4udihT0ruykQ0A,fort-willow-chicago-3,Dan G.,"Amazing Experience! Amazing food! Amazing Service! Amazing drinks! A hidden gem? Not for long unfortunately!

My friends and I came here this past Saturday...."
QRtvBTnM8W35oxu8g4lA7g,fort-willow-chicago-3,Matthew Q.,This place is amazing. Feel like you're walking into a speak easy. The food is awesome and staff is very friendly and fun. The chef will come out and visit...
OiMyUQdH-jExcNkTBTE9kQ,fort-willow-chicago-3,Ashley C.,"While I want to keep this gem to myself, this spot won't stay secret for long! Fort Willow, like Ada Street, is a bit off the beaten path on the industrial..."
C12SWLVwkKkTBFVu_gEDqA,frontier-chicago-2,Abigail H.,An original concept and cool decor make Frontier a unique destination for group eats and drinks! I came for a birthday party with a party of 16 and we...
V5RdkvUP7-Bmyfrm8mz94Q,frontier-chicago-2,Colleen Q.,"Enjoyed dinner here during restaurant week. I ordered the Ahi Tuna Sandwich and was not let down. It was delicious! 
My boyfriend ordered the Restaurant..."
N1Z6V-dZDLd7puxCGmnalQ,frontier-chicago-2,Justine R.,"My first visit here (Seriously - why have I waited this long?!) was this past weekend. It was a perfect Sunday night date night! From our server, to the..."
bfzIiSAE-R4eFDzz2uPBlQ,ameer-kabob-chicago,Sejal P.,"Ordered on Grubhub for pickup, which seems to be large portion of their business.  I noticed a lineup for delivery orders on the counter while restaurant..."
izcCv_C5NgloUfSLN6zeAw,ameer-kabob-chicago,Chara B.,"Ameer kabob is always solid and reliable. 

I've never dined in but have only gotten delivery either through grub hub or by calling the restaurant directly...."
uLP5tOmVwRs8D_D6RD6VWw,ameer-kabob-chicago,Samia K.,"With so many Mediterranean restaurants in Chicago, it's difficult to really shine. But this restaurant managed to stand out with its amazing hummus and..."
-2WTAEnUr67h9frQpX6E3g,oggi-trattoria-chicago-2,Vivian L.,I found this gem using Yelp and used Yelp Reservations to book a table for two tonight. I've had this restaurant bookmarked for awhile and was super excited...
xJqa5KYMH9uTgyP9G9gzlQ,oggi-trattoria-chicago-2,John I.,"I guessed that ""Oggi"" must be someone's name, or perhaps another nickname like for grandma or grandpa, like ""nanna"" Turns out that it translates to ""today,""..."
tYRT6WBD3lC4L5lLVSg5OA,oggi-trattoria-chicago-2,Mina N.,"This is one of THOSES places you stop in maybe because you drive by or a friend had a party there. But once you try it. It becomes that place , The MY Place..."
Nx5R5QT5QOifxKWsMyo-Jw,eden-chicago-4,Claudia D.,"Matt gave professional, knowledgeable, friendly  service. The staff worked together splendidly to make our dinner lovely.
The ambience is peaceful and..."
WwsGQ28LCkFk8Uns6f5TOA,eden-chicago-4,Jacko J.,"The good

- Space is beautifully done
- People working there seem friendly
- On paper the menu looks great

The not so good

- Many of the dishes are not..."
8aS6JZJ4BFeo8oV1LswftQ,eden-chicago-4,Michelle T.,"5 Star introduction for my first visit to Eden! First, allow me to chronicle a back story. I've been going through a quarter life crisis so, I was on the..."
DQ-djz6WMvsCHkpXD7khog,mod-mex-and-mod-mix-with-rick-bayless-chicago-2,Candice G.,I'm no Chef and it'd be a cold day in hell before anyone considered me a 'foodie' but I'll be damned if I'm going to turn down the opportunity to attend...
SNkGBsJaQ_yX9mO8RmfpbA,sono-wood-fired-chicago-2,Lisa P.,"One of my favorite Chicago restaurants!

I have been here quite a few times and each time the service and food are just as excellent, if not better than the..."
ZMm1p57DU_5wVyzebBZSWg,sono-wood-fired-chicago-2,Patrick R.,"TL;DR: 4/5 for food, 1/5 for service.

Went there with my wife and young son for a quick dinner, early evening. We were sat almost immediately. We had no..."
ZcU2IEvD79BCL2LnRf2cOQ,sono-wood-fired-chicago-2,Meghan M.,Uhhhjhhz. Zzzzzzzzzzzzzzzzzz zzGreat time and really love me a little rolling on the call go with them
U3ESHPq5co5dOXptPfUpDw,bar-biscay-chicago,Emily R.,"I had the pleasure of visiting on opening night and they knocked it out of the park!
Our party of 3 had a wooden ""booth"" near the bar - very nice space w..."
uzINLPPyqunxIQI6jci8wA,bar-biscay-chicago,Kris L.,There may be no better combination of food cultures than the mix of Spanish and French which the Pyrenees mountain Basque country between France and Spain...
6KTWNiIgmIAV2_gBKmMy5w,bar-biscay-chicago,Naywri W.,This is from the owner's of MFK Restaurant in Lincoln Park. This is a mid-end restaurant. I had the Crushed Fingerlings that are thick potato pieces and it...
ayZH4jeYb-dHPEqGNqd0Rg,roti-modern-mediterranean-chicago-12,Ace M.,"New favorite lunch spot! So happy this opened at such a great location! Admittedly, I'd never been to a Roti restaurant until now- but they've officially..."
-SxIvNmfPR70a3caKDnp9w,roti-modern-mediterranean-chicago-12,Kate L.,"I love Roti! Like borderline obsessed. And I'm so glad to finally have a location up in Lincoln Park! 

When I lived out-of-state, one of the things I..."
uXExwlU1PSyxx7jKmbpcTw,roti-modern-mediterranean-chicago-12,Abigail H.,What do you get when you cross West Elm furnishings with fast casual food? Roti! This place is feels like a home goods store but has dynamite Mediterranean...
k9rcVkpemxGt1yjjzMBoBw,jerk-modern-jamaican-grill-chicago,Katherine J.,"I love this place. I order on grub hub and get - plantains, Mac n cheese, yucca!!!!, and the veggie patties. As a vegetarian, it's great to have a spicy,..."
Sa3nhD6zBgvrlLqn5A1NmA,jerk-modern-jamaican-grill-chicago,Arvin H.,"Jerk Modern... you are a conundrum. You remind me of Gnash... I love you, I hate you. To be quite honest, I don't know how I feel about you. Let me explain..."
vZu2-nR4nhk-j5_6_FuEWQ,jerk-modern-jamaican-grill-chicago,Michele D.,"First off - the food was really authentic and delicious.  I would order this for takeout or delivery in a heartbeat.  

But we dined in on our first..."
WExHS7pYVTn9b0R2irdPDw,pokē-bowl-co-chicago-2,Saphir S.,"I stopped by Whole Foods to return a few things and of course got hungry for lunch! Somehow, I never noticed all the vendors this Whole Foods has- stir fry..."
maDgbZvdCMEkiZ0NOPGGew,pokē-bowl-co-chicago-2,Michael C.,"Was alright for food within Whole Foods, only thing was that it felt very poorly composed and wasn't very flavorful despite their hugeee list of..."
SCex2FijvAOGYuiEYg-RKQ,pokē-bowl-co-chicago-2,Lawrence Y.,"This is located inside the Whole Foods. 

I feel a little strange writing a review where we strictly planned on going to a Whole Foods to eat at their food..."
wnwkwO8X2XBUcfdMU1DB5w,jieyi-sushi-chicago-3,Nicole S.,"We came to Jieyi for the first time on Valentine's Day for an early dinner, and it was absolutely delicious! Everything we ordered was well prepared, very..."
mUrRjws8Q149DR_WOb1zfQ,jieyi-sushi-chicago-3,Cristina F.,Jieyi is my favorite discovery of 2017! We checked out Jieyi after a Bulls game. It was a Friday night and they were open until midnight. It was super easy...
SttYgzQyIpH5owN4TxTLwg,jieyi-sushi-chicago-3,Shirley J.,We came here because there was a Groupon for $25 off dinner for two that we got for half off. They also have a $50 off dinner for four option as...
_TSzKP361WTe7BTUU3WsaQ,home-team-pizza-chicago,Brent W.,"This is my brain on pizza...*insert requisite happy dance emoji*

This is my brain on finding a new, undiscovered pizza joint....AND it ending up being..."
uC0-mN-RzXNFlrxyfflTSw,home-team-pizza-chicago,Marlyn L.,"Home Team Pizza is like going on a date with someone who is super nice, decent enough ingredients, good temperature, you've had worse but in the end, it's..."
TkcS4hXmm61RBkz7FFnXyA,home-team-pizza-chicago,Rae O.,"Seriously yelp, when are the half star personal ratings coming out?
This place gets a 3.5 from me. Local neighborhood place next door to Nini's Deli. They..."
O-FKzIG4hv3GxSr8bOjJNw,seadog-sushi-bar-chicago,Liz B.,"If I could eat sushi everyday I would. And if I was eating sushi everyday Seadog would be one of my go-to spots.

Part of my love for Seadog comes from the..."
ULTLvlmIKnk96BygX5kFRA,seadog-sushi-bar-chicago,Liz T.,"I live down the street from Seadog and used to really like this place, but my last two experiences were not good. The first time, I figured it was an off..."
SU1hPyuW4DvnIkmIwZPE3A,seadog-sushi-bar-chicago,Beth G.,"I've been to Seadog several times and I think it gets a little better each time I go.  The atmosphere is nice and cozy inside, perfect for a chilly fall or..."
C7P2pXkFxtcV4UNLeDg8KA,mod-pizza-chicago-6,Michael S.,MOD pizza just opened in Lincoln Park. They have a bunch of restaurants in the suburbs and we wanted to try out MOD. They have an extensive menu of...
a6SkCp7_aaVgGjA5OFCGLw,mod-pizza-chicago-6,Eve H.,"Mod Pizza, is the newest entry at 1000 W. North Ave. It is designed in a similar style to Blaze Pizza, In both places you can build your own pizza! The..."
7EyF8cKY8lMUMt6yflIQHA,mod-pizza-chicago-6,Naywri W.,This is the second Chicagoland location. There known out in the 'burbs. This is a BYO (build your own). I had the Garlic Strips with Pesto dip. They were...
yOg1ZdhroG6QCCv0WZMYEA,goose-island-shrimp-house-chicago-chicago,Tiany T.,"I alway pass by this place because my office is located on goose island, i always see many cars lined outside and that's how i judge if worth to give it a..."
vkDKFYf3pe7VueAyd4jNqg,goose-island-shrimp-house-chicago-chicago,Jennifer G.,"I've wanted to try Shrimp House for a while now and finally had the opportunity to last week.  As mentioned before, it's cash only without an ATM onsite...."
hthWiIPxO1D-29aBM013LQ,goose-island-shrimp-house-chicago-chicago,Cely R.,"my first time here i order 1/2 lb of regular fried shrimp sm fries and extra sauce was really good 
the  guy in the counter is so friendly 
is cash only and..."
I39k-zQQATyyp2_u7Vb4jA,sushi-x-chicago,Erik Y.,"Another one of those places that I've enjoyed several times but haven't written a review. So, here it is:

Sushi X is a fun, cool sushi joint. It's BYOB,..."
8sHOPHj09KoVDBxEuNusuw,sushi-x-chicago,Sarah S.,"Back in town with a hankering for the sush, I ordered up a delivery feast. I hadn't had Sushi X before but had high hopes based on their positive reiews...."
9k_HZsjbpNk-6coBtRcozw,sushi-x-chicago,Emily H.,"Pretty good sushi place with a projector inside showing movies and good ambient. The sushi rolls are flavourful and fresh. They also have takeout here, I..."
3eH0jm-j2soISDJj4JXeww,kendall-college-the-dining-room-chicago,Ryan H.,"Excellent dining experience!  One of my favorites.  Kendall college was recommended to me by a Chicago architectural tour guide, and we were not..."
bAKcpLUcGQ65Km3QuLA36w,kendall-college-the-dining-room-chicago,Shenna M.,"I really wanted to love it! 

The concept is amazing and I really enjoyed watching the students create and work but most things were just a tad off...."
h4aJrvS_FN1M155_F2FQ4w,kendall-college-the-dining-room-chicago,Christine N.,"My husband and I absolutely love coming here for dinner. It's fine dining without the fine dining price tag! Each time we've gone, we've loved all of our..."
cVvT0IRz3ShA-i1jEw4X0g,coalfire-pizza-chicago,Thomas Y.,"My favorite pizza joint in Chicago. 

They serve thin crust, Neapolitan style pizza. Tried a bunch of their specialty pizzas and you can't go wrong with any..."
6WAfpQP-ODisDV56SoS9Aw,coalfire-pizza-chicago,Diana G.,The crust and whipped ricotta are top notch so definitely get the ricotta if you can. The only problem is pick minimal toppings as the middle starts to get...
kTM-s6Oga9Sc54Xi_8E-uQ,coalfire-pizza-chicago,Gorman B.,"Right off the bat let me state that I am a New Haven pizza snob.  Sally's, Pepe's and Modern are the only real pizza places in the U.S.  Period.  End of..."
RzxzsLcFrfy37Kp2SyKJ_g,piccolo-sogno-chicago,Ulric H.,"Got a reservation here for a Monday evening with a friend from out of town who was in the mood for Italian.  Piccolo Sogno did not disappoint!

Our waiter..."
iM14rPwIHXulC6xH8Orufg,piccolo-sogno-chicago,Quin T.,"What a nice hidden River North gem! Piccolo has been around for years even amidst the turnover rate of a few restaurants in the area. 
Upon entering, the..."
7VYyK_ubCJkxLcr01Wu3ow,piccolo-sogno-chicago,Alice W.,"My boyfriend took me here for a surprise Valentine's Day dinner, and I thoroughly enjoyed our experience from the ambiance, service, to the food. 
We were..."
l4WW-DuVvwS_GAcB_7Yd-w,habana-libre-restaurant-chicago,Shruti S.,"It's brightly decorated, almost like if you were outside. It's also brightly lit. It was empty except a group of four people when I visited. Lots of..."
ZmuAc2DMEsRTpXw4V5q-iw,habana-libre-restaurant-chicago,Susan P.,"Had dinner on Saturday night and it was almost completely empty... I shouldn't had a clue then but I was too hungry to care then.


We ordered the..."
jLSJoj2eN1ZzjMPRq1mNJA,habana-libre-restaurant-chicago,Shambavi K.,Hubby and i came here for friday dinner. The food was not impressive and the prices were overpriced for the quantity and quality. The carne asada was...
Ou7z5edmO_JIaU--fWiWzw,bari-chicago,Matthew K.,"Call ahead your order to avoid the line. Head straight down the center aisle to pick up your order and directly pass go. Otherwise, expect to wait during..."
oQQqKNfSa5lXFNI-fpRPuw,bari-chicago,Jose C.,So we came here to try their Italian beef. I ordered their 9 inch with hot peppers. I've tread that Bari has one of the best beers in the city. And although...
AHEyAs8D0U2mLpsoblrMRg,bari-chicago,Gretchen D.,"So, the subs are decent but we think Graziano's is better. We tried the Italian sub and the Sausage sub.  Good ingredients. The sausage has a bit of bite to..."
KYwWVB7glfmjUa-jmkK3Qg,windy-city-cafe-chicago,P M.,The perfect local diner! They treat us like neighbors. Have seen our two boys grow. Great for families (although the new alcohol license is only for...
TTfGc2C5YBZD5BGrxg5-XA,windy-city-cafe-chicago,Deborah C.,"Brunch on a Sunday:

$5 house cocktails! Delicious and large drinks. Will only serve alcohol starting 10 AM, which I learned is a city wide thing...."
R3sPHRA8SanIgyf2MqfpJA,windy-city-cafe-chicago,Melissa J.,"Love this local gem. 

My go-to on the menu is the South of the Border Skillet. I am a sucker for chorizo! It is usually entirely too much food so I take..."
q6dF3FU8kRUk6EjQrstkNg,uncle-julios-chicago,Alice A.,"Had a great meal here on a Monday night. The place was lively yet not too crowded, the service was fast and friendly, and the food was delicious. There was..."
dnZmafHd-emevIHbA6Ourw,uncle-julios-chicago,Dustin G.,"This review has nothing to do with the food, which by the way is pretty good.  Felt compelled to share a remarkable service story.

We rolled into the UJ..."
7o0nfwGj8tSe5cr6plQ9eQ,uncle-julios-chicago,Gabi R.,"The food was mediocre. The parking here was hard to find, however they did have valet. The waitress that served our food was nice and attentive, but the..."
YwtdoKQwzbZhTUsZxe1K5g,the-aberdeen-tap-chicago-2,Coleen K.,"What a great neighborhood bar! It took us awhile to try this place, but boy am I glad we did. 

Aberdeen Tap has the feel of a bar that's been there for..."
dqGA7ROsISvSS_xWUMCCCw,the-aberdeen-tap-chicago-2,Blair M.,"We sought refuge while walking around the chilly city, and found this cozy spot. It wasn't very busy, as it was early in the day, which was perfect. The..."
ror5NgsDO26qV9YuJLSgvg,the-aberdeen-tap-chicago-2,Rhonda F.,"Stopped in this cute neighborhood gem for a quick dinner on a Monday night. So many places are closed on Mondays but luckily they were open. 

Brick walls,..."
ljEQWh9NUdQD9sjcLnVoEg,sullys-house-chicago,Lauran D.,Sully's has a lot of space and a really nice private event space upstairs with an awesome rooftop patio I got to enjoy last summer.  The bar is large and...
XhSAkCTVZ9dcOLKnd_Or-Q,sullys-house-chicago,Shay R.,Sully's House is what you would picture when you think of a college sports bar. I've been to Sully's for a Bears game and recently for a night of...
O9uQn5FTslcqQSs_HnvFOw,sullys-house-chicago,Mandy J.,"Stopped in after doing some shopping at REI.  Seems like a decent corner pub.  Fairly small, but seemed to draw a crowd of regulars around 9 PM on a Monday..."
qon_9l-8fe4qytmK0wu2Nw,butterfly-sushi-bar-and-thai-cuisine-chicago-2,Tanvi S.,"One of our fav Thai spots in Chicago, mainly cuz they have sushi as well. They make customized sushi rolls, which is key for us as vegetarians so we can..."
o9FEJb-wkbaFqpCjMVRBlQ,butterfly-sushi-bar-and-thai-cuisine-chicago-2,Amanda R.,We used to go to Butterfly sushi all the time! You couldn't keep us away. But their prices have increased way beyond what they should have in a short amount...
EKivs6wfv51A7yB4ryfy2g,butterfly-sushi-bar-and-thai-cuisine-chicago-2,Jenn H.,"Above average sushi and friendly and attentive staff! This is a neighborhood favorite that is consistently good. 

We most recently visited on a Saturday..."
YeSyxk-e54257AaAu12Pbg,the-silver-palm-chicago,Olivia M.,The restaurant where you can eat in a train car! How cool! I have to start by saying that the service is always great. Bartenders and servers alike are very...
P-I8eko6VJbwQUkUM3M_IQ,the-silver-palm-chicago,David W.,"After years, I finally made it here to try the famous 3 Little Piggy sandwich. My wife and I enjoyed! We split it. The sandwich definitely gets an A for..."
fn0JS2knzoPxe-3dXoo3Qg,the-silver-palm-chicago,Kyle Martin D.,Four fat Michigan slobs trudged their way through the club car's narrow path. Our labored breathing and the sound of our thighs rubbing together through our...
L1k-54YezYi_MsRYYcbmOA,kingsbury-street-cafe-chicago,Natalia K.,"I made a reservation here on a Friday night thinking it would be packed, but when we walked in, we were only one of two tables in the entire restaurant. I..."
L1Ky80N5AwKNaZFe9ZT7xQ,kingsbury-street-cafe-chicago,Ebony S.,Review: Decided to try this place out because of the raving reviews. Arrived for a late brunch around 2pm. There was no wait and I was able to get free...
7WWdPX8knDg-o2zypkhSdg,kingsbury-street-cafe-chicago,Maria M.,"I would give Kingsbury Street Cafe a solid 3 if it wasn't for my last visit. 

If you are a party of 4 or less, then this place is great! The menu is..."
b0v7d5QNJR2WI3HZB8TeCQ,vinnies-sub-shop-chicago,Evan E.,"This place makes the best subs! The bread is everything and they have mastered the art. 

I cannot say enough good things about this GEM!"
